iter	Passed	Remaining
629	89249	123249
630	89396	123115
631	89533	122967
632	89674	122823
633	89823	122693
634	89959	122542
635	90094	122392
636	90222	122232
637	90371	122101
638	90501	121943
639	90642	121800
640	90798	121678
641	90947	121546
642	91101	121421
643	91259	121301
644	91401	121159
645	91538	121011
646	91668	120855
647	91810	120713
648	91958	120580
649	92096	120433
650	92237	120291
651	92377	120147
652	92508	119992
653	92645	119844
654	92778	119691
655	92915	119543
656	93038	119377
657	93168	119221
658	93320	119092
659	93451	118938
660	93602	118808
661	93754	118679
662	93864	118498
663	94002	118352
664	94176	118251
665	94338	118135
666	94498	118017
667	94649	117887
668	94800	117757
669	94944	117618
670	95089	117480
671	95226	117333
672	95363	117185
673	95512	117052
674	95659	116917
675	95800	116774
676	95940	116630
677	96088	116496
678	96235	116361
679	96383	116226
680	96532	116093
681	96678	115957
682	96821	115816
683	96965	115678
684	97105	115534
685	97252	115399
686	97401	115265
687	97537	115117
688	97679	114975
689	97813	114824
690	97951	114678
691	98085	114527
692	98227	114386
693	98373	114249
694	98526	114121
695	98674	113985
696	98812	113839
697	98956	113701
698	99096	113557
699	99239	113416
700	99377	113271
701	99531	113142
702	99675	113003
703	99821	112866
704	99968	112730
705	100112	112590
706	100247	112442
707	100408	112321
708	100558	112188
709	100713	112061
710	100866	111932
711	101011	111793
712	101187	111689
713	101366	111588
714	101522	111461
715	101679	111336
716	101834	111208
717	101990	111081
718	102127	110933
719	102279	110802
720	102428	110667
721	102583	110540
722	102739	110412
723	102887	110277
724	103036	110142
725	103180	110002
726	103325	109863
727	103474	109728
728	103624	109594
729	103781	109468
730	103927	109330
731	104064	109181
732	104196	109029
733	104343	108892
734	104498	108763
735	104634	108615
736	104784	108481
737	104931	108343
738	105076	108204
739	105217	108061
740	105373	107933
741	105534	107810
742	105682	107673
743	105821	107528
744	105965	107387
745	106106	107244
746	106242	107095
747	106393	106962
748	106525	106810
749	106660	106660
750	106809	106524
751	106954	106385
752	107097	106243
753	107242	106105
754	107390	105968
755	107532	105825
756	107678	105687
757	107809	105533
758	107945	105385
759	108109	105264
760	108267	105137
761	108425	105010
762	108557	104858
763	108699	104715
764	108846	104578
765	108990	104436
766	109132	104295
767	109271	104149
768	109418	104011
769	109561	103869
770	109704	103727
771	109845	103584
772	109993	103448
773	110132	103302
774	110263	103149
775	110398	103000
776	110541	102858
777	110682	102716
778	110825	102573
779	110966	102430
780	111109	102289
781	111270	102164
782	111419	102027
783	111545	101870
784	111686	101727
785	111814	101572
786	111959	101432
787	112103	101291
788	112244	101148
789	112389	101008
790	112538	100872
791	112691	100739
792	112845	100607
793	113001	100477
794	113181	100368
795	113366	100264
796	113549	100156
797	113730	100048
798	113918	99945
799	114125	99859
800	114288	99734
801	114440	99600
802	114604	99475
803	114760	99344
804	114921	99217
805	115062	99073
806	115205	98930
807	115387	98822
808	115548	98694
809	115699	98559
810	115864	98434
811	116030	98311
812	116192	98184
813	116336	98042
814	116487	97906
815	116640	97772
816	116785	97631
817	116935	97493
818	117076	97348
819	117217	97204
820	117375	97074
821	117518	96931
822	117674	96798
823	117816	96655
824	117947	96502
825	118089	96358
826	118239	96221
827	118385	96081
828	118520	95931
829	118653	95780
830	118798	95639
831	118926	95484
832	119084	95353
833	119229	95211
834	119369	95066
835	119521	94931
836	119676	94797
837	119815	94651
838	119974	94521
839	120135	94392
840	120297	94264
841	120450	94128
842	120599	93990
843	120749	93852
844	120904	93718
845	121055	93581
846	121200	93440
847	121380	93325
848	121531	93188
849	121664	93037
850	121807	92894
851	121944	92746
852	122118	92627
853	122281	92499
854	122437	92364
855	122583	92224
856	122729	92082
857	122883	91947
858	123029	91806
859	123168	91659
860	123304	91511
861	123446	91367
862	123586	91221
863	123720	91071
864	123879	90940
865	124040	90810
866	124163	90652
867	124308	90510
868	124472	90382
869	124627	90247
870	124792	90120
871	124948	89985
872	125109	89855
873	125267	89722
874	125423	89587
875	125576	89452
876	125724	89311
877	125873	89172
878	126020	89031
879	126167	88890
880	126320	88754
881	126471	88616
882	126624	88479
883	126786	88349
884	126944	88215
885	127105	88084
886	127257	87947
887	127397	87801
888	127535	87653
889	127685	87514
890	127833	87374
891	127969	87225
892	128122	87088
893	128247	86932
894	128401	86796
895	128548	86655
896	128694	86513
897	128835	86368
898	128975	86222
899	129127	86085
900	129282	85949
901	129439	85814
902	129588	85674
903	129746	85540
904	129885	85394
905	130044	85260
906	130186	85116
907	130329	84972
908	130450	84814
909	130602	84676
910	130748	84534
911	130903	84398
912	131050	84257
913	131202	84118
914	131375	83993
915	131535	83861
916	131689	83723
917	131832	83580
918	131985	83442
919	132141	83306
920	132286	83163
921	132433	83022
922	132562	82869
923	132707	82727
924	132848	82581
925	132981	82430
926	133130	82290
927	133277	82149
928	133424	82008
929	133575	81868
930	133732	81733
931	133886	81595
932	134028	81451
933	134174	81308
934	134338	81177
935	134481	81033
936	134626	80891
937	134776	80750
938	134915	80604
939	135054	80457
940	135200	80315
941	135357	80180
942	135513	80043
943	135678	79912
944	135815	79764
945	135943	79611
946	136082	79465
947	136257	79339
948	136438	79217
949	136577	79071
950	136711	78921
951	136856	78778
952	137015	78643
953	137162	78502
954	137315	78363
955	137468	78224
956	137631	78091
957	137774	77947
958	137922	77806
959	138073	77666
960	138210	77518
961	138380	77389
962	138527	77247
963	138659	77097
964	138789	76945
965	138911	76789
966	139069	76653
967	139226	76517
968	139376	76376
969	139541	76244
970	139697	76107
971	139835	75959
972	139978	75815
973	140137	75679
974	140281	75536
975	140435	75397
976	140594	75262
977	140753	75126
978	140897	74982
979	141047	74841
980	141183	74693
981	141327	74549
982	141479	74409
983	141639	74274
984	141799	74138
985	141962	74004
986	142103	73859
987	142256	73719
988	142396	73573
989	142554	73437
990	142708	73298
991	142861	73158
992	143020	73022
993	143183	72888
994	143335	72748
995	143476	72602
996	143639	72467
997	143801	72332
998	143949	72190
999	144094	72047
1000	144243	71905
1001	144390	71762
1002	144536	71619
1003	144718	71494
1004	144893	71365
1005	145073	71238
1006	145232	71102
1007	145389	70963
1008	145534	70820
1009	145709	70690
1010	145857	70548
1011	146002	70404
1012	146142	70258
1013	146286	70113
1014	146422	69965
1015	146571	69823
1016	146709	69676
1017	146850	69530
1018	146991	69384
1019	147124	69235
1020	147256	69085
1021	147416	68948
1022	147553	68800
1023	147704	68659
1024	147852	68517
1025	147998	68373
1026	148146	68231
1027	148285	68084
1028	148434	67942
1029	148582	67799
1030	148743	67662
1031	148882	67516
1032	149018	67368
1033	149154	67220
1034	149300	67076
1035	149435	66928
1036	149595	66791
1037	149755	66654
1038	149902	66511
1039	150034	66361
1040	150211	66231
1041	150361	66089
1042	150500	65943
1043	150632	65793
1044	150786	65653
1045	150941	65513
1046	151090	65371
1047	151221	65221
1048	151377	65082
1049	151524	64938
1050	151667	64794
1051	151801	64645
1052	151950	64503
1053	152093	64358
1054	152242	64216
1055	152388	64072
1056	152547	63934
1057	152683	63786
1058	152844	63649
1059	153006	63512
1060	153165	63373
1061	153323	63235
1062	153481	63096
1063	153632	62954
1064	153788	62815
1065	153940	62673
1066	154079	62527
1067	154224	62383
1068	154368	62238
1069	154516	62095
1070	154641	61943
1071	154777	61795
1072	154924	61652
1073	155078	61511
1074	155219	61365
1075	155358	61219
1076	155503	61075
1077	155645	60929
1078	155784	60783
1079	155900	60628
1080	156043	60482
1081	156189	60339
1082	156343	60198
1083	156519	60066
1084	156682	59929
1085	156848	59793
1086	156992	59648
1087	157139	59504
1088	157277	59358
1089	157421	59213
1090	157562	59068
1091	157716	58926
1092	157861	58783
1093	158010	58640
1094	158154	58495
1095	158306	58353
1096	158448	58208
1097	158585	58061
1098	158730	57916
1099	158870	57771
1100	159011	57625
1101	159146	57477
1102	159288	57332
1103	159424	57184
1104	159563	57038
1105	159712	56895
1106	159855	56750
1107	159972	56596
1108	160101	56447
1109	160245	56302
1110	160396	56160
1111	160542	56016
1112	160710	55880
1113	160865	55739
1114	161019	55598
1115	161165	55454
1116	161307	55309
1117	161491	55178
1118	161652	55039
1119	161801	54896
1120	161955	54755
1121	162113	54615
1122	162264	54473
1123	162419	54332
1124	162572	54190
1125	162727	54049
1126	162867	53903
1127	163020	53761
1128	163178	53621
1129	163326	53478
1130	163453	53328
1131	163611	53188
1132	163768	53047
1133	163916	52904
1134	164055	52757
1135	164200	52613
1136	164358	52473
1137	164522	52334
1138	164672	52192
1139	164833	52052
1140	164980	51908
1141	165165	51776
1142	165338	51641
1143	165516	51506
1144	165665	51363
1145	165805	51217
1146	165943	51070
1147	166095	50928
1148	166242	50784
1149	166405	50645
1150	166563	50504
1151	166703	50358
1152	166852	50214
1153	166995	50069
1154	167150	49928
1155	167337	49795
1156	167496	49655
1157	167659	49516
1158	167833	49379
1159	167963	49230
1160	168112	49087
1161	168246	48939
1162	168395	48795
1163	168558	48656
1164	168712	48513
1165	168866	48371
1166	169019	48229
1167	169154	48081
1168	169298	47936
1169	169449	47793
1170	169600	47650
1171	169748	47506
1172	169889	47360
1173	170043	47218
1174	170178	47070
1175	170337	46929
1176	170491	46787
1177	170658	46648
1178	170805	46504
1179	170951	46359
1180	171111	46218
1181	171253	46073
1182	171381	45923
1183	171558	45787
1184	171711	45644
1185	171849	45498
1186	171995	45353
1187	172139	45208
1188	172285	45063
1189	172433	44919
1190	172582	44775
1191	172727	44631
1192	172873	44486
1193	173008	44338
1194	173165	44197
1195	173314	44053
1196	173455	43907
1197	173600	43762
1198	173758	43620
1199	173903	43475
1200	174046	43330
1201	174200	43187
1202	174348	43043
1203	174489	42897
1204	174647	42756
1205	174796	42612
1206	174954	42470
1207	175104	42326
1208	175253	42182
1209	175406	42039
1210	175561	41897
1211	175711	41753
1212	175865	41610
1213	176021	41467
1214	176162	41322
1215	176316	41179
1216	176478	41038
1217	176619	40892
1218	176765	40747
1219	176919	40604
1220	177073	40461
1221	177221	40317
1222	177366	40172
1223	177490	40022
1224	177638	39878
1225	177782	39732
1226	177937	39589
1227	178090	39446
1228	178230	39300
1229	178384	39157
1230	178532	39013
1231	178661	38864
1232	178808	38720
1233	178960	38576
1234	179102	38430
1235	179263	38289
1236	179406	38143
1237	179564	38001
1238	179716	37858
1239	179872	37715
1240	180023	37571
1241	180164	37425
1242	180297	37277
1243	180468	37138
1244	180621	36994
1245	180791	36854
1246	180950	36712
1247	181123	36573
1248	181292	36432
1249	181446	36289
1250	181605	36146
1251	181765	36004
1252	181930	35863
1253	182087	35720
1254	182244	35577
1255	182405	35435
1256	182560	35292
1257	182718	35149
1258	182876	35006
1259	183053	34867
1260	183266	34734
1261	183458	34598
1262	183680	34467
1263	183887	34333
1264	184094	34199
1265	184283	34061
1266	184488	33927
1267	184683	33790
1268	184891	33656
1269	185084	33519
1270	185268	33380
1271	185446	33240
1272	185648	33104
1273	185862	32970
1274	186080	32837
1275	186258	32697
1276	186439	32557
1277	186610	32415
1278	186807	32278
1279	186994	32139
1280	187209	32005
1281	187406	31867
1282	187616	31732
1283	187807	31593
1284	188015	31457
1285	188235	31323
1286	188442	31187
1287	188641	31049
1288	188826	30909
1289	188996	30766
1290	189209	30631
1291	189433	30496
1292	189634	30359
1293	189847	30223
1294	190082	30090
1295	190284	29952
1296	190473	29812
1297	190680	29674
1298	190866	29533
1299	191073	29395
1300	191276	29257
1301	191453	29114
1302	191695	28982
1303	191896	28843
1304	192102	28705
1305	192302	28565
1306	192516	28428
1307	192746	28293
1308	192949	28153
1309	193167	28016
1310	193370	27877
1311	193571	27737
1312	193775	27597
1313	194000	27461
1314	194199	27320
1315	194396	27180
1316	194615	27042
1317	194828	26903
1318	195039	26764
1319	195240	26623
1320	195447	26483
1321	195649	26343
1322	195862	26203
1323	196067	26063
1324	196280	25923
1325	196483	25782
1326	196675	25640
1327	196893	25501
1328	197106	25361
1329	197305	25219
1330	197509	25078
1331	197695	24934
1332	197899	24793
1333	198099	24651
1334	198295	24508
1335	198489	24365
1336	198686	24222
1337	198874	24078
1338	199079	23937
1339	199284	23795
1340	199482	23652
1341	199694	23510
1342	199905	23369
1343	200112	23227
1344	200343	23087
1345	200536	22943
1346	200742	22801
1347	200943	22658
1348	201118	22512
1349	201306	22367
1350	201503	22223
1351	201729	22082
1352	201916	21937
1353	202124	21794
1354	202329	21651
1355	202525	21507
1356	202699	21360
1357	202895	21215
1358	203100	21072
1359	203299	20927
1360	203519	20785
1361	203725	20641
1362	203925	20497
1363	204129	20353
1364	204328	20208
1365	204529	20063
1366	204744	19920
1367	204952	19776
1368	205171	19632
1369	205385	19489
1370	205595	19344
1371	205799	19199
1372	205998	19054
1373	206199	18909
1374	206394	18763
1375	206594	18617
1376	206796	18472
1377	206996	18326
1378	207186	18179
1379	207388	18033
1380	207592	17888
1381	207796	17742
1382	208007	17597
1383	208217	17451
1384	208421	17305
1385	208632	17160
1386	208836	17014
1387	209032	16867
1388	209235	16720
1389	209426	16573
1390	209611	16425
1391	209801	16277
1392	209986	16129
1393	210179	15982
1394	210373	15834
1395	210566	15686
1396	210758	15539
1397	210974	15392
1398	211167	15245
1399	211355	15096
1400	211547	14948
1401	211776	14803
1402	211958	14654
1403	212159	14506
1404	212367	14359
1405	212566	14211
1406	212770	14063
1407	212968	13915
1408	213161	13767
1409	213355	13618
1410	213553	13470
1411	213749	13321
1412	213940	13172
1413	214130	13023
1414	214324	12874
1415	214543	12727
1416	214731	12577
1417	214968	12431
1418	215193	12283
1419	215390	12134
1420	215557	11983
1421	215720	11832
1422	215890	11682
1423	216045	11530
1424	216193	11378
1425	216347	11226
1426	216498	11075
1427	216655	10923
1428	216811	10772
1429	216964	10620
1430	217111	10468
1431	217259	10316
1432	217418	10165
1433	217569	10013
1434	217721	9861
1435	217878	9710
1436	218033	9558
1437	218185	9407
1438	218328	9255
1439	218483	9103
1440	218636	8951
1441	218791	8800
1442	218940	8648
1443	219084	8496
1444	219237	8344
1445	219388	8192
1446	219536	8041
1447	219692	7889
1448	219840	7737
1449	219987	7585
1450	220137	7434
1451	220288	7282
1452	220451	7130
1453	220610	6979
1454	220755	6827
1455	220897	6675
1456	221047	6523
1457	221198	6371
1458	221345	6220
1459	221494	6068
1460	221656	5916
1461	221838	5765
1462	221989	5614
1463	222138	5462
1464	222286	5310
1465	222435	5158
1466	222590	5007
1467	222740	4855
1468	222893	4703
1469	223045	4551
1470	223193	4400
1471	223337	4248
1472	223486	4096
1473	223630	3944
1474	223773	3792
1475	223915	3640
1476	224070	3489
1477	224217	3337
1478	224368	3185
1479	224520	3034
1480	224668	2882
1481	224831	2730
1482	224980	2579
1483	225131	2427
1484	225288	2275
1485	225432	2123
1486	225564	1971
1487	225715	1820
1488	225862	1668
1489	226018	1516
1490	226172	1365
1491	226316	1213
1492	226462	1061
1493	226612	910
1494	226765	758
1495	226919	606
1496	227069	455
1497	227220	303
1498	227365	151
1499	227509	0
